tag,summary
5,a employee electrocuted plugged light extension cord set
5,an employee top building bringing electrical lines used day as pulling plug spider box prongs came apart the employee apparently contacted energized parts plug received electric shock he knocked backwards began vomiting emergency medical services transported hospital treatment
5,at approximately september employee air conditioning technician installing thermostat line attic the metal fish tape intended use pull wiring wall came contact volt line powered fixture attic employee killed
5,on december employee coworkers installing sewer line new residential development he attached section pipe wire rope choker attached choker hook bucket track hoe he supported pipe moved trench he one hand wire rope choker boom track hoe contacted overhead power line employee electrocuted
5,an employee electrocuted track hoe approached close overhead power line
5,an employer lifted employee bucket backhoe untangle mylar balloon overhead power line the bucket contacted power line the employee received electric shock fell bucket ground meters he hospitalized injuries
5,at approximately november employee male electrician s sons electrical contractors corp servicing fluorescent light fixtures warehouse replacing light bulbs ballasts employee used insulated pliers conductive fiberglass ladder manufactured werner model number nxt load capacity pounds the light fixtures located approximately ft floor employee removed light bulb cut wires standing ladder employee grabbed top light fixture left hand trying remove bolt pliers felt electric shock this caused employee fall ladder landed concrete floor employee sustained hip fracture scalp laceration event a primary root cause incident due electrical equipment servicing light fixtures s sons electrical contractors corp electrical contractor employee employed s sons electrical contractors electrician since august
5,at approximately may employee assigned replace ballast ge ultra start part serial number product code number input volts hz the employee engaged removing installing electrical ballast commercial building employee ladder came contact energized ballast causing receive electrical shock the employee fell ladder employee transported los robles hospital treated head injuries electrocution cardiac arrest trauma the employee hospitalized seventeen days
5,on december employee viking electric llc changing ballast fluorescent light fixture while changing ballast electrocuted killed no information provided
5,on august employee changing ballast light fixture electrocuted
5,at approximately april employee coworker az air conditioning heating roof building installing air conditioning unit they preparing roof area marking position unit cutting approximately diameter hole a short time later employee went edge roof talk another coworker ground the roof parapet sloped upward employee leaned prone position metal flashing roof his chest apparently touched metal flashing left hand apparently contact casing electrical fluorescent store front sign located unit roof employee electrocuted his coworker initiated cpr told another coworker call paramedics responded continued cpr transporting employee pacific hospital sun valley ca additional life saving efforts performed employee pronounced dead the cause death listed burn electrocution subsequent investigation revealed sign properly grounded failure ballast allowed casing sign energized current
5,on may employee employed eagle services corporation laborer he cleaning hoppers beta steel corporation electric arc furnace baghouse this job required air lance vacuum hose loosen remove dust walls baghouse hoppers the hoppers confined spaces employee began using air lance hopper access door knock dust loose hopper walls when dust fell bottom hopper screw conveyor activated carry dust dust storage silo on hoppers inside surface hopper could reached access door in cases entry hopper necessary employee inside number twelve hopper using air lance dislodge dust the dust broke loose wall hopper avalanche dust knocked employee buried almost completely he died injuries death due asphyxia
5,employee operating daewoo excavator ram attachment breaking concrete he ft wide ramp trying break refractory wall blast furnace when ram broke wall hot coke taconite coal dust superheated steam rolled outward engulfed excavator employee he burned death employee area treated plant infirmary breathing difficulties
5,at approximately february employee working employer hazardous waste removal tank cleaning company they permit confined space entry program the company contracted clean coal tar tanks marine terminal at terminal coal tar pumped tankers imported large atmospheric storage tanks the coal tar distributed via truck they refine change coal tar way employee working team three coworkers team assigned task tank tank measuring approximately feet feet employee using wand safety features blasting gun functioning properly it fitted two triggers one water air pressure employee wearing metatarsal protection protective boots gotten wet earlier day took employee wearing regular rubber boots operating employee stepped pipes floor tank accidentally blasted side left foot the pressurized water cut rubber material boot severely lacerated foot employee sent emergency room treatment kept overnight the wound became infected employee spent additional days hospital treatment the employer provided employees full metatarsal blasting boots employees required wear each employee required read sign statement acknowledging need wear special boots operations employee signed agreement in addition written agreement company conducted operating training new employees simulated waste tank demonstrating safe operation equipment in addition employer gave worker card describing special medical treatment procedures associated injuries a copy card given emergency room doctor treating employee
5,on july employee water blasting inside reactor he confined space attendant he acting strange helped structure he placed vehicle died waiting emergency medical help
5,on june employee working part blasting crew new london wi he touching firing switch blasting machine explosion one wires machine apparently blown overhead power lines voltage traveled back wire firing switch electrocuting
5,at approximately november employee kk mechanical installing new plumbing new six story hospital building employee suffered gastrointestinal bleeding due acute alcoholic gastritis employee coworker working basement back filling trenches employee coworker started working approximately the coworker observed employee drank six seven cups water stated employee complained smelled bleach water cup employee hospitalized possibly stomach pains internal bleeding the investigation concluded employee suffered gastrointestinal bleeding due acute alcoholic gastritis
5,on june employee coworker performing mold inspections army barrack a contractor spraying mixture bleach water employee complained chest pains odor chlorine later evening he found dead hotel room following day
5,at approximately march employees pulp mill technicians draining towers bleach mill sewer outage a washer overflowed released large amount residual chlorine dioxide gas employees working another tank approximately feet away they smelled gas left area called supervisor the area monitored levels returned normal the employees went home continued exhibit symptoms the employees returned work next day transported emergency room treated released the three employees contract employees used outages
5,at may employee airtech services servicing volt groen steamer oven kitchen mendota unified school district high school campus he stretched two smaller appliances next oven reaching behind right arm reconnect water supply head contacted exposed electrical terminals oven employee electrocuted the fresno county coroner office sheriff department responded call school district office
5,at july employee performing regular duties electric company porterville ca he pulling electrical wire bottom main panel box reached panel different opening contacted busbar the current entered left cheek exited left shoulder employee sustained burns skin transported sierra view hospital treated released
5,on october employee cleaning sawdust debris wooden kitchen cabinets new townhouse he reaching cabinet oven right bicep contacted exposed end energized volt sheathed cable he suffered electric shock transported hospital treatment the cable shelf inside cabinet approximately kitchen floor
5,on december employee cutting block construction new landscape residential district during interview employer stated employee wearing safety glasses during cutting operation using respirator wet method subsequent exposure employee seen doctor bronchitis given medication on december employee returned back work given light work including block marking setting the employer stated employee using inhaler throughout week on january employee found dead apartment the medical examiner unable determine death work related
5,on december employee dispatched site perform normal maintenance building boiler equipment two domestic heating boilers three comfort heating boilers located room employee working alone room an employee cleaning service entered boiler room approximately get ladder observed employee sweating profusely room extremely warm at employee building management company tried reach victim phone receive response between december victim supervisor arrived site also trying reach phone found door boiler room locked at approximately employee found unresponsive boiler room condominium complex employee supervisor reported one three comfort heating boilers operating when supervisor obtained key room found employee sitting floor leaning box unconscious employee pronounced dead scene the medical examiner called fire department requested carbon monoxide measurements taken boiler room the fire department measured approximately carbon monoxide room exhaust dampers two comfort heating boilers observed contractor partially closed troubleshooting following accident this included damper boiler operating employee supervisor entered boiler room following autopsy medical examiner declared employee died carbon monoxide intoxication
5,an employee was touching a the metal frame of a portable generator an abraded conductor inside a panel was faulted to the generator frame the grounding electrode and bonding conductor were ineffective allowing the frame of the generator to become energized at a low voltage the employee who was standing on wet ground was electrocuted
5,at approximately july employee working demolition ramp bridge the ramp broken small pieces using heavy equipment several small pieces lodged girders bents supported ramp employee coworker placed basket boom lift air hose blow remaining pieces concrete settled girders well bents employee operating boom lift coworker standing feet behind holding nozzle air hose connected compressor ground at one point hose got entangled piece steel attempt release hose employee raised boom lift basket approximately upward direction rotated base lift clockwise as basket approached energized overhead lines arch occurred employee suffered third degree burns face neck shoulder arm left plank employee taken area hospital treated remained hospitalized
5,at approximately may employee h g underground utilities llc involved installation new water pipeline he attempting guide ductile iron pipe trench the pipe attached excavator wire rope sling at time excavator boom contact unprotected overhead power line employee touched pipe employee electrocuted
5,on april employee coworker boom truck repairing chimney basket came contact volt power line employee electrocuted died scene
5,on november employee laborer industries operating pile driver the pile driver boom picking headache ball sidewalk cable apparently contacted volt overhead power line employee electrocuted two coworkers injured
5,on june employee employee plaska transmission line construction llc preparing work overhead power lines they boom truck raised work position contact made power line both employees sustained electrical burns hospitalized employee died wounds days accident employee released hospital hours
5,at approximately june employee two coworkers removing guardrail posts north side us highway around milepost paris township a section westbound lane highway shut cones signal lights placed ends direct traffic employee holding steel post puller attached chain the chain attached boom located gmc truck number one coworkers boom operator moved erected boom two high voltage wires the boom made contact wires electrocuting employee employee killed upon investigation determined power lines crossed us highway slight angle measuring approximately ft high grade the boom truck number measured approximately feet high grade
5,on april employee operating soil auger inside shallow trench the auger boring hole underneath intersection inch natural gas line could laid the auger approximately third way across intersection auger struck volt power line electrocuting employee operating auger
5,on june employee journeyman lineman working electrical line he preparing remove capacitor replacement the employee utilized bucket truck opened doors capacitor the next step disconnect risers this accomplished instead employee entered minimum approach distance without appropriate protective gear he reached took hold capacitor order loosen bolts removal the capacitor discharged sent volts employee right hand across body left hand he wearing leather gloves approved type work his hands burned severely the employee airlifted osu hospital as result injury employee right left arms amputated shoulder
5,on may employee employee performing siding operations pump jack scaffold located twenty five feet ground the two employees raising scaffold made contact volt power line the power line energized scaffold current ran employees the electric current exited scaffold triangle brace building both employee employee electrocuted no citations issued due fact employee officer company one employees electrocuted
5,at approximately july employee solex contracting electrical contractor replacing power breaker cover checking proper wiring power cell side as proceeded put panel cover back electric arc flash occurred the employee suffered severe first second degree burns left arm left hand right hand the long beach fire department responded incident reported torrance district office july the employer reported incident torrance district office july
5,on may employee access power using power tool remove breaker live electrical panel tool grounded resulted arc flash employee suffered electrical burn
5,on july employee bricklayer laborer first day work he putting mortar boards moving bricks scaffold boards onto fourth tier scaffold the ambient temperature degrees fahrenheit he collapsed died cardiac arrest caused heat exhaustion his core temperature determined degrees fahrenheit
5,on june employees corporation heavy construction civil engineering company working bridge pier shaft part bridge construction project their task involved pouring concrete piers the three employees exposed sickened high levels carbon monoxide none admitted hospitalization
5,at approximately may employee painter employed spartan contracting llc working part painting crew the crew making preparations paint glover cary bridge hwy owensboro ky the crew finished work day they process securing area employee returned bridge upper frame he electrocuted he found lying unresponsive catch net upper framework bridge the subsequent investigation fatality determined employer contracted kentucky transportation cabinet district ii bridge painting
5,at approximately october employee working commercial building construction project employee installing lighting fixtures standing stepladder employee made contact energized parts lighting fixture received electrical shock employee fell stepladder landed broken glass ground employee transported ucsd medical center admitted treatment hours employee regular employee working employer approximately months prior injury
5,on november employee working employer concrete contractor employee finishing poured concrete using broom extension handles he lifted broom reposition handle extension contacted live overhead electrical line employee taken hospital died november
5,a concrete finisher was finishing concrete with a broom the broom was feet long with an aluminum handle he was at the southwest corner of the fifth floor of the structure the employee contacted a overhead power line the report did not state how presumably through the broom and was electrocuted the exit points for the current were his left hand and his left foot
5,on september employee operating caterpillar model number bulldozer employee part road construction crew preparing site roadway as part project lake path planned roadway filled using sand adjacent borrow pit employee began operating model number bulldozer approximately moved bulldozer lake approximately another bulldozer suffered mechanical failure the superintendent instructed employee fill pattern east west left unattended at approximately superintendent working yards north lake noted absence sound fill location lake he proceeded lake unable find model number bulldozer employee employee driven caterpillar bulldozer lake moving fill material drowned the investigation revealed model number bulldozer reverse throttle position full confirmed underwater photographs the transmission three forward three reverse gears for unknown reasons employee pushed large amount fill lake center fill area instead moving consistent left right pattern the reason left right pattern slowly extend line fill lake consistently could support weight equipment it appears model number bulldozer central peninsula failed weight caused bulldozer employee enter lake
5,on october employee employee stavens brothers water wells unspecified number coworkers engaged well drilling activities a diameter hole drilled approximately ft earth once completed unidentified worker removed casing began drilling additional hole employee stepped near edge uncased hole earth gave way employee fell ft water well employee died asphyxia
5,at approximately december employee coworker electrical engineers employed web electric working retail store they assigned repair broken heater store rear storage room employee site previous day december review scope assignment material involved employee coworker replaced electric contact heater employee went check volt westinghouse fusible distribution panelboard fdp category panelboard unit store electrical cage located separate room adjacent storage room make sure heater could energized the panelboard unit measuring approximately inches tall inches long installed along panelboard units approximately feet concrete grade the panelboard unit contained shutoff switch front side dead front panel disconnect interior front fuse panel live busbar energized panel interior rear panel unit employee turned volt amp fdp switch position opened dead front expose amp fuses panel after visual inspection interior panelboard unit employee metered fuses panel ensure fuse panel energized he determined two three fuses inoperable needed replacement employee removed fuses insulated fuse puller he wound electrical meter took gloves the door panelboard swung almost closed position sat slightly ajar approximately inches before starting toward vehicle retrieve two new fuses employee reached shut electrical panel door store employees would exposed electrical hazard gone as employee shut panel door live fdp panelboard unit approximately inches fdp employee working previously opened dead front one arc flashes the flashes blew top dead fronted fdp causing irreparable blast burn damage the interior fdp burn marks small section panel door employee seriously burned he also experienced brief blindness due flash coworker standing side approximately feet panel unit also experienced brief blindness otherwise uninjured emergency services called employee transported admitted tuomey hospital subsequently transferred emergency transport augusta burn center he treated second third degree burns hand forearm south carolina osha subsequent investigation determined employee wearing ansi class volt electrical gloves fire resistant shirt safety glasses working although noted removed gloves shortly arc flash event
5,on september employee male electrician qwest electric llc scissor lift installing fuses buss plug the buss plug installed buss duct feed new air handler installation a short occurred buss plug creating arc flash employee hospitalized unspecified burn injuries received arc flash
5,on july employee employed general construction contractor working building construction site he along employees performing concrete pour employee required enter wet cement approximately feet deep during subsequent investigation employee stated wet cement several hours manually moving controlling hose pour eventually cement started enter right boot because inadequate protection began develop chemical burns right leg as burning sensation became progressively worse employee exited concrete reported supervisor legs burning his supervisor told sit put vinegar legs employee complied began pour vinegar legs this caused area smoke created additional pain employee continued work days incident however due pain went hospital emergency room july diagnosed admitted treated second third degree burns the employer failed report event on october conducting another investigation employer facility location investigator provided logs discovered employee serious injuries
5,at approximately september employee celco construction company standing top ft tall fiberglass step ladder while performing task changing power pack lights located classroom pulling wire already installed metal conduit a fault wire made contact conduit shocking electrocuting employee approximately volts it reported employee began move odd manner one legs hanging ladder coworkers said could tell something wrong notified supervisor close the supervisor turned power coworker kicked ladder employee however employee still suspended ceiling coworker pulled floor the supervisor began chest compression emergency medical services summoned emergency medical services arrived began performing cpr employee transported nearby hospital pronounced dead celco construction company electrical contractor
5,at approximately september employee male supervisor tiger electric installing electrical equipment two workers nmb technologies division area while employee positioned werner brand step ladder guiding electrical wire switch gear ladder fell ground resulting employee falling approximately ft concrete floor he shocked burned installing switch gear the investigation revealed step ladder used partially closed position work done employee transported northridge hospital transported holy cross hospital he admitted day received surgery employee sustained multiple body injuries including broken leg head shoulder injuries a causal factor incident step ladder used partially closed position tiger electric electric subcontractor specializing electrical installation maintenance commercial buildings
5,on august employee working power bus system plant the bus shorted near employee he burned arc flash he treated fresno community medical center
5,at approximately august employee electrician he helper working construction site they mezzanine deck mechanical room installing new wiring one bus plugs attached busway duct system breaker one pan system control cabinets employee attaching wires bus plug amp breaker located pan system control cabinet the helper difficulty lining screw holes secure cover bus plug breaker he engaged bus plug breaker position apparently time employee tightening lugs inside pan system control cabinet employee electrocuted
5,on august employee installing electrical distribution panel madera high school football stadium madera ca he back side panel tigntening ground cables approximately live buss he positioning tighten screws left arm contacted buss employee electrocuted
5,at approximately february employee helping run electric wires master disconnect box contacted main electrical feed busbar he knocked unconscious suffered electrical burns right hand coworkers provided cpr emergency services arrived employee transported life flight hospital wichita ks treatment subsequent investigation found access panel near top main disconnect removed put back place in addition employee wearing personal protective equipment equipment
5,on august employees pulling conductors main electrical panel box they removed three breaker boxes energized panel something contacted busbars this shorted caused arc flash explosion employees sustained critical burns flown wishard hospital burn unit indianapolis in employee treated bloomington hospital released employee treated scene on october employee died still patient burn unit
5,on august employee energized electrical panel inspect security lighting circuit this backfed transformer energized busbars exterior structure kilovolts employee climbed onto structure contacted busbar he received electric shock fell feet ground employee killed
5,at approximately july employee working electrical utility room large retail outlet construction his supervisor told use saw zaw reciprocating saw cut piece pvc pipe protruding vertically floor energized switchgear cabinet employee making cut right forearm contacted electrical bus electrocuted the supervisor deenergize switchgear watching employee time accident
5,on june employee worked repair installation contractor installing meter electrical panel farm field water pump station near hanford ca he tightening plastic pie plate next energized bus panel parts contacted bus arced resulting electric flash employee sustained serious burns face neck chest legs he transported umc hospital fresno ca treatment
5,on september employee pacific data electric electrical contractor helping install new electrical power service machine spectacle grinding facility los angeles ca his supervisor site assigned several tasks he replacing slide module electrical cabinet contained two buses nut fell causing jump buses screwdriver an arc blast occured employee suffered burns hands forearms burns face he hospitalized two days employee wearing protective gloves
5,on july employee part team removing temporary electric service department store following construction new addition the removal taking place permanent wiring could hooked inspected employee coworker pulling temporary conductors cabinet ground wire contacted live buss causing arc flash employee suffered burns hospitalized
5,at approximately july employee foreman kan electrical services installing conductors power monitoring system main switch gear cabinet outside building commercial construction project hemet ca as working contacted live busbar electrocuted paramedics transported employee hemet valley regional medical center pronounced dead
5,on june employee coworker o m construction directed president company enter approximately excavation remove blank also called skillet pipeline system used transport butane the skillet located approximately ft ground level employee coworker entered hole removed seven eight bolts securing skillet they beginning remove last bolt heard hissing sound butane vapor began gush hole the two men attempted resecure skillet unable the coworker began feel lightheaded scrambled hole employee tried resecure skillet a foreman saw happening jumped hole try stop leak employee remained hole assist when foreman began feel lightheaded scrambled hole when employee finally tried get collapsed fell backward bottom hole seeing coworker jumped back hole assistance coworkers ground level able get employee hole he unresponsive detectable heartbeat breathing attempts revive unsuccessful employee pronounced dead upon arrival miami valley hospital he died asphyxia due inhalation butane gas the president company considered hole confined space expect significant amount butane present portion pipeline system affected blank consequently took traditional confined entry precautions either immediately preceding entry
5,at june employee sprinkler fitter fire sprinkler installation company working office building undergoing renovation el segundo ca he installing attachment sprinkler water pipe hang bottom wide deep metal cable tray roof the tray designed carry protect electrical wires contained volt conductor employee discussed supervisor attach pipe hanger initially sure whether use tek screws flange attached bottom tray unistrut attached tray support after discussion employee supervisor went supervisor truck got materials methods the supervisor left site employee returned inside decided use tek screw method he using portable electric drill make holes bottom tray drilled energized volt line resulting arc blast employee suffered burns hands arms face required skin grafts he hospitalized four five weeks
5,a crew was installing a heating and air conditioning duct system in a battery charging room the duct work was located about feet inches above the floor the lead worker remained at ground level while the other two employees were working from a scaffold performing the installation three duct sections had been installed and the two employees began installing the third which had to be positioned above a cable tray containing energized but insulated electric conductors a piece of plywood that was inches wide had been laid across the wide cable tray to support the duct section the body of the duct was inches wide where it was to be supported between ceiling hangers that were also inches wide one of the two employees remained on the scaffold while his coworker walked onto the cable tray the two employees then maneuvered the duct to fit between the hangers the duct fell off the plywood cutting the insulation on a conductor this energized the duct section which was wedged between the metal side of the cable tray and a piece of metal conduit attached to the concrete wall the employee on the cable tray was sitting or squatting on the side rail of the tray with the duct in his lap grasping the duct angle iron flange with his hands this employee was electrocuted the employee on the scaffold received an electric shock when he touched the duct though for some reason he was not listed on the osha form as being injured he was able to release the duct and climb down from the scaffold the plant maintenance electricians measured volts between the duct and ground before retrieving the dead employee
5,an electrical crew working cables relocating existing conductors equipment paper machine one crewmembers splicing conductor cable tray the crew knew line splicing energized it traced power source could deenergized the employee perspiring heavily hot humid weather sitting metal cable tray he electrocuted touched energized conductor
5,on september employee employee par landscape maintenance using john deere front end loader identification number reconstruct area las vegas wash channel eroded away flowing water the work area water valley converges flows the mccarren international airport recorded record inches rain fall las vegas valley there direct witnesses accident however golf course employees said water came without warning employee found miles away work area the coroner report indicates cause death drowning
5,on november employee employee pool people incorporated grading slope backyard residential home the slope inclined towards canal employee grading slope using shovel pick rake employee reported missing afternoon november the body employee recovered canal november employee could swim condition epilepsy
5,on november employee allegedly exposed valley fever working construction site he hospitalized
5,on august employee technician servicing air handler unit blue flashlight fell coil compartment he trying retrieve contacted metal frame cabinet time capacitor installed top air blower housing the capacitor exposed live electrical parts employee electrocuted
5,on september employee changing capacitor outside lighting employee shocked fell ladder employee killed
5,a crew installing jumper substation plant manufacturing electronic components the crew deenergized circuit drained capacitor charge kilovolts one employees crew opened cabinet contacted capacitor he electrocuted the employees briefing morning cabinet warning label
5,an employee servicing sump pump premium gasoline tank gasoline station he placing cover housing capacitor the housing fit capacitor properly capacitor fell housing wall terminals touching housing when employee placed one hand housing hand metal ring manhole opening electrocuted electrical burns found hands evidence electric arcing found capacitor terminals inside housing
5,an employee troubleshooting air conditioner residence the unit located millimeters house way access components back unit next house kneeling damp ground upper body resting grounded case unit employee reached inside back air conditioner see compressor lines hot the employee apparently contacted run capacitor energized volts received electric shock rendered unconscious cardiovascular respiratory failure the home owners deenergized air conditioner help neighbor administered cardiopulmonary resuscitation emergency medical services arrived the employee revived hospitalized injury
5,on october employee foreman found unresponsive new sanitary sewer system this portion system new connected active sewer system a laborer entered manhole assist believing employee fallen sewer the laborer could escape due conditions sewer a third worker used fan blow fresh air sewer the laborer able escape employee removed later pronounced dead asphyxia hospital firefighters tested atmosphere meter found oxygen level third worker used fan osha tested manhole next day oxygen level dropped the oxygen level four days later carbon dioxide concentration ppm osha performed additional air testing several days oxygen levels low carbon dioxide concentration high ppm the coroner report stated employee died vitiated air soil gases soils likely migrated new portion sewer system
5,on november employee traveling dump scow barge moved norwalk harbor dump site near new haven connecticut the employee help load dredged materials arrived dump site the barge secured tugboat crew four people plus inspector representing army corps engineers the employee remained barge staying left side scow house the trip began crew attempted contact employee mobile radio horn they receive response the captain sent crew member barge crew member reported scowman responsive the crew member usace inspector performed resuscitation cpr unable resuscitate the coast guard notified the coast guard met entrance new haven harbor moved employee coast guard boat employee died taken yale new haven hospital it determined trip new haven employee mobile gas powered generator used power charging unit radio small electric heater use scow house the employee died carbon dioxide poisoning
5,employee laborer flushing flooding trenches prior backfilling housing subdivision construction project insufficient water pressure the employee informed coworker superintendent insufficient water pressure went check water valves the coworker directed employee check water valve vault manhole approximately feet deep the coworker saw employee remove manhole cover went check water valves employee determined valve could turned gate key since wheel type valve entered vault manhole turn valve hand when coworker returned saw employee manhole ladder approximately feet top employee lost grip fell back manhole employee died asphyxiation testing time accident indicated oxygen deficient atmosphere subsequent testing one week later indicated oxygen deficient atmosphere hazardous concentrations carbon dioxide present vault manhole
5,on june employee employee employed precision plumbing working inside commercial building they cutting concrete floor saw powered liquid propane they exposed carbon monoxide fumes both employee employee experienced systemic poisoning both treated hospital emergency room employee required hospitalization hyperbaric treatment he released days hospitalization
5,at approximately sunday december employee told spouse going new six unit apartment construction site carroll iowa the construction site electric heaters energized gas powered generators prevent heaving concrete floor employee told spouse going site refuel generators during weekend generators moved inside constructed building prevent damage due inclement weather theft generators at approximately day employee spouse called employee cell phone employee answer call employee spouse found employee unresponsive lying face ground inside doorway lower unit apartment generators running the exhaust lower apartment unit caused generators thick because exhaust employee spouse difficulty seeing employee emergency services arrived site began cpr employee carboxyhemoglobin level greater suffered asphyxia employee transferred hospital pronounced dead evening hospital emergency room
5,on december employees though repairing floor south bypass conduit water tunnel located lake las vegas henderson nevada the tunnel two miles long seven feet diameter they cleaned floor tunnel preparing pour concrete tunnel floor two coworkers initially entered tunnel golf cart approximately drop equipment activating ventilation fan outside approximately exited tunnel wait concrete truck arrive site approximately employees entered tunnel concrete load concrete carried eight buggy carts pulled bobcat behind mechanic project superintendent followed golf cart around employees arrived work location found mechanical ventilation fan shut several unsuccessful attempts made start fan the project superintendent foreman decided work would continue measuring natural air flow using handheld mini extech instrument at foreman radioed inside tunnel employees experiencing difficulty breathing chest pains fatigue the project superintendent sent golf carts removed employees tunnel employees treated asphyxia carbon monoxide poisoning university medical center umc las vegas rose de lima henderson all five employees treated umc therapy reports employer confirmed employees concentrations ranged
5,on september employee coworker rectangular room cleaning concrete masonry they glycolic acid product rinsing employee died cardiopulmonary arrest precipitated inhalation glycolic acid carbon monoxide the room exhaust ventilation employee carboxyhemoglobin levels used calculate carbon monoxide levels workplace found ppm average duration exposure the coroner ruled death accidental
5,at approximately october employee saw operator employee renovating meat preparation area grocery store employee using concrete saw cut floor work area they cutting less hour employee left brief period upon return found employee slumped employee pulled room emergency medical personnel summoned upon arrival fire department determined level carbon monoxide ppm work area ppm back store they cleared building began ventilating employee taken medical center treated hyperbaric chamber hospitalized he carboxyhemoglobin level dropped oxygen two three hours spent two hours hyperbaric chamber employee taken different hospital carboxyhemoglobin level measured he received oxygen two hours released even though ventilators available employees use they thought adequate ventilation short duration job
5,on september employee working cvc construction dba cvc concrete it building contractor concrete work including postproduction slab repairs at worksite roseville ca employee working cement cutting assistant removal cement slab occupied home he coworker using saw cut foundation home order repair cracks employee felt faint left containment area sought fresh air five ten minutes initially felt faint emergency medical services called roseville fire department paramedics arrived another five ten minutes transported employee sutter roseville medical center administering oxygen employee released five six hours he inhaled carbon monoxide
5,at approximately october employees working power process piping overcome carbon monoxide gas replacing valve steam line steel zug island facility all three employees hospitalized overnight treatment systemic poisoning
5,on april employees finishing concrete floor enclosed basement after noticed headaches nausea one went nearby convenience store get aspirin collapsed he directed emergency responders worksite two employees employees transported treatment hyperbaric chamber the emergency responders measured ppm carbon monoxide basement area the employees blood carboxyhemoglobins percent minutes oxygen treatment the calculated eight hour exposure levels ppm ppm ppm
5,on july employee handyman installing attic exhaust fan attic private residence he found dead installation location this incident reported july at time report orange county coroner office investigating cause death authorities assumed either electrocution cardiac arrest investigating determine employee independent contractor
5,employees flood coating whitehead school cellotex roofing pitch coal tar pitch they became ill inhalation skin contact coal tar volatiles the employees supplied improper personal protective equipment
5,on september construction employee got cement dust eye he hospitalized treatment chemical burn eye
5,a four man crew working new sewer manhole smh number they going apply coating portland cement base section manhole employee started enter manhole complained fumes exited manhole employee foreman entered manhole once bottom manhole employee noticed base section already coating portland cement applied he started climbing ladder halfway deep manhole lost grip fell backwards employee entered manhole attempt render assistance as attempting grab employee collapsed another laborer drove nearby grocery store call emergency assistance company office when returned manhole another employee flagged passerby called the cell phone work crew employee units shelby county sheriff office shelby county fire department memphis fire department responded incident the first firefighter entered manhole wearing breathing apparatus equipped meter the firefighter stated monitor low oxygen high lel went alarm mode he stated could remember digital readouts two alarms he checked vital signs could find either employee both employees pronounced dead scene memphis fire department paramedics
5,at august employees foreman electrician respectively koffler electrical mechanical apparatus repair dispatched hotel boiler room replace broken motor pump hotel hot water piping system there four sets motor pump units boiler room two months prior job employee replaced one set on day accident replacing another motor pump unit all valves shut motor pump unit removed hot water pipe motor one three units automatically restarted employee heard whooshing sound coming open water pipe degress f water started spray employee attempted cap pipe employee went notify hotel engineer returned help employee the hotel engineer checking valves tightening nuts bolts couplings employees suddenly sprayed hot water paramedics responded employees taken francis hospital employee treated burns abdomen employee treated burns back legs the employer cited two general violations the hotel one check valve hot water pipe served entire building there intermediate check valves throughout piping system california code regulations states when dismantling opening closed pressurized gravity fed systems internal pressure shall relieved methods utilized prevent sudden release pressure spraying liquid one functions check valve would prevent backflow it discovered incident check valve working properly as result capacity stop water flowing back boiler room the general violations giso section c g require electrical equipment prior removal motor pump unit units prevent water pressure minimum psi the boiler also shut prevent water temperature a hazard control procedure developed employer a reference also made required lockout procedures followed outside servicing personnel
5,at approximately june employee coworker ram mechanical working winery they welding pipe extensions insulated storage tank winery tank farm employee began feel extremely lightheaded disoriented started vomiting his employer drove nearest hospital evaluated admitted treated chemical inhalation injury he remained hospitalized three days
5,at january employee suffered degree burns arms face powered hand tool employee hospitalized less hours due injuries
5,on august four employees reinstalling valve natural gas processing plant exposed harmful chemicals fire released back upstream flair line used turn around activities the valves properly locked valve process all four employees hospitalized
