summary,1,2,3
on june employee part crew installing new static fiber optic line electrical transmission line tower initially three members assigned remove ground wires tower superintendent sent two additional members including employee help finish employee climbed tower using double action clamp end lanyard wrench began removing ground clamp still attached line phase he electrocuted the normal procedure remove ground wire using hot stick take ground clamp tower employee climbed tower without tools properly supervised immediate foreman,0,1,0
on april employee construction laborer two coworkers piener sk tower crane dismantling crane the jib section crane suspended mobile lattice boom crane preparation lowered ground some counterweights already removed crane employee released pin holding crane came struck employee killed,0,0,1
on october employee coworkers engaged homeowner construct retaining wall back yard residence the site presented ft tall cut face excavation approximately ft length employee least one coworker digging shovels base cut face level grade existing patio cut face partially collapsed burying employee top head there also approximately ft tall bobcat skid steer loader working alongside buried almost top the coworker immediately began extract employee uncovered chest level glendale fire department arrived successfully completed rescue employee airlifted los angeles medical center admitted during subsequent investigation determined homeowner using sort protective measures search dosh database revealed homeowner obtained permit division occupational safety health perform work the employer cited violation serious no protection excavation ft deep employee exposure violation serious k inadequate trench inspection competent person violations general no injury illness prevention program j improperly built ladder c no code safe practices work site violation regulatory a no excavation permit prior start job,0,0,1
at approximately august employer commercial hvac contractor three employees installing new hvac unit roof two story commercial building located cerritos ca employee arrived site assist installation activities the employer accessed two story structure via fixed ladder located service garage conjunction fiberglass a frame step ladder at approximately employee ascending step ladder access fixed ladder transition step ladder fixed ladder employee fell fixed ladder approximately seven feet floor service garage there witnesses employee received injuries arms elbows right shoulder right foot nose he transported lakewood regional hospital via paramedics,1,0,0
at approximately february employee crew three employees installing street light pole front residential home they using altec bucket truck material handling lift light pole place while moving pole employee using shovel wooden handle rotate pole coworker repositioning pole using hands the pole mission bell came contact kilovolt power line time employee making contact employee received electrical shock,0,1,0
on july employee working technician schneider equipment firm drilled water wells he troubleshooting electrical system water pump client site as testing supply side power connection disconnect box arc flash occurred the employee left hand arm sustained burns,0,1,0
on august employee applying acrylic roof coating building roof section roof gave way corrosion employee fell roof landed concrete surface feet employee killed result injuries sustained,1,0,0
on november employee part crew measuring elevation grade fourth floor building employee fourth floor ft away northeast corner floor edge he began lowering free end ft steel tape measure coworker waiting ground level north side building the site superintendent positioned nearby transit tell coworker ground position tape establish grade level before tape fully lowered ground contacted energized primary distribution line overhead north building employee received electric shock entered right hand exited near right knee he transported local hospital treated burns released at time accident wind south knots,0,1,0
at may employee engaged residential framing work bardstown kentucky raisor construction employee working walkboard eight feet ground relocating end truss placed wrong location employee fell walkboard concrete surface suffering concussion he transported flaget hospital bardstown kentucky later flown university louisville hospital employee died may,1,0,0
at approximately january employee working roofing contractor he regular employee employer at time accident pulling mop cart filled hot tar roofing operation loose senco brand tape got entangled wheel mop cart made harder move cart employee took glove pulled knife tool pouch as tried cut tape knife mop cart moved splashing hot tar employee right hand employee sustained burns right hand forearm he required skin grafts hand arm hospitalized days,0,1,0
at approximately august employee installing glass commercial building construction cerritos ca he scissor lift glass shattered struck pieces glass employee sustained serious lacerations tendon damageto left forearm hospitalized,0,0,1
at approximately friday february serious injury occurred employee painting contractor employee worked company approximately six months painter site accident new high school employee touching paint practice gymnasium he job site approximately months he using scissor lift reach high ceiling walls he moving lift forward contacted hole floor causing lift overturn employee still inside cage employee received severe injuries including fractures pelvis jaw wrist elbow hospitalized days the lift extended ft fell the hole gymnasium floor depth varied there total nine openings floor one covered secured plywood screws the day accident holes covered the missing plywood found doorway entrance used ramp,1,0,0
a four man crew working new sewer manhole smh number they going apply coating portland cement base section manhole employee started enter manhole complained fumes exited manhole employee foreman entered manhole once bottom manhole employee noticed base section already coating portland cement applied he started climbing ladder halfway deep manhole lost grip fell backwards employee entered manhole attempt render assistance as attempting grab employee collapsed another laborer drove nearby grocery store call emergency assistance company office when returned manhole another employee flagged passerby called the cell phone work crew employee units shelby county sheriff office shelby county fire department memphis fire department responded incident the first firefighter entered manhole wearing breathing apparatus equipped meter the firefighter stated monitor low oxygen high lel went alarm mode he stated could remember digital readouts two alarms he checked vital signs could find either employee both employees pronounced dead scene memphis fire department paramedics,0,1,0
at may employee coworker climbing ladder sulfur recovery unit contactor column working turnaround crude oil gas processing plant they taking tools equipment column fourth deck catwalk feet ground preparation remove every bolt column manway planned maintenance at employee appeared restless uncomfortable collapsed fourth deck his coworker called emergency medical services another coworker personal hydrogen sulfide monitor entered area climbed fourth deck administered cpr the hydrogen sulfide level nondetectable the fire department called arrived employee moved ground level fourth deck catwalk transported morgue the coroner reported employee died hypertensive coronary artery disease the incident determined nonwork related,1,0,0
on august employee lying scraper welding frame the scraper emergency brake machine incline blocked the air emergency brake released scraper rolled employee killing,0,0,1
on september employee using forklift raise move hydro mobile scaffold steep parking lot the scaffold secured synthetic sling employee checking make sure scaffold properly secured shifted forward causing forklift tilt onto two left wheels he walking toward lift truck lower forks forklift rolled top employee crushed killed,0,0,1
at approximately april employee drilling holes concrete decks ceiling approximately feet high hang wires suspended ceiling tiles securing light fixtures the rotary hammer hilti used drilling holes modified removing side handle attaching pole along suction hose vacuum collect silica dust the rotary hammer vacuum switched ground level hammer lockbutton activated raised ceiling employee raised pole toward ceiling vacuum sucked piece plastic draped around ceiling fixture wrapped around running drill bit he tried remove plastic left hand force running drill bit pulled hand amputated finger middle distal phalanges nondisplaced fracture residual base middle phalanx,0,0,1
on june employee truck driver four coworkers preparing unload wall panels truck large skid steer forklift machine each panel weighed lb positioned standing truck bed employee began untying nylon straps holding load loud snap occurred the insufficiently supported panels tipped pinned employee ground employee sustained traumatic crushing injuries including severe fractures killed,0,0,1
employee column preparing connect beam employee positioning connect end beam another column the hit one supports holding column column fell employee employee killed employee suffered concussion hospitalized,0,0,1
at approximately october employee roofer worker sierra pacific roofing job site located san gabriel ca laying tar paper roof gazebo measured approximately eight feet eave while employee standing near ridge roof installing tar paper roof collapsed causing fall eight feet concrete slab employee sustained fracture hospitalized the gazebo inspected city san gabriel building safety well operations manager sierra pacific roofing prior work done time gazebo appeared structurally sound subsequent inspection revealed rafters roof sufficiently secured ridge causing roof fail weight introduced near peak,1,0,0
at approximately june crane operator operating little giant mobile crane operating boom moving position preparing hook gallon water tank the tank moved onto another portion property the crane operator looking left owner crane employee site spoke owner time crane operated employee moved without anyone seeing around north end crane went around west side climbed south end crane employee probably attempting look something platform crushed boom arm cab mobile crane boom raised past employee taken hospital pronounced dead physician,0,0,1
at january employee placing foam insulation gaps framing condominium complex overhead joists pass one residence adjacent unit the foam material using applied like caulking material in area unit gaps located stairwell framed building employee using ladder reach gaps apply foam the gaps filling ft second floor landing ft across width stairwell the employee stepped ladder onto fire block located studs fire block capable supporting weight it collapsed employee fell stairwell causing broken femur hip he hospitalized several days,1,0,0
on july manitowoc ton crane model dropped concrete beam load result failure clutch cylinder the beam fell tractor trailer new retaining wall there injuries employees truck driver,0,0,1
at approximately february employee framer performing normal work duties working area prefabricated wood wall frame installed construction site a coworker working take top cap frame wall fell top employee employee transported area hospital treated multiple fractures the employee remained hospitalized,0,0,1
an employee cleaning electrical insulators he contacted circuit parts energized kilovolts electrocuted,0,1,0
on may employee working roof slipped sawdust he fell total ft onto paved driveway killed,1,0,0
at approximately july employee shea roofing incorporated performing regular roofing activities it hot sunny humid day became overheated he explained foreman needed break the foreman directed employee get water go ground sit tree shade the employee became disoriented ground collapsed other employees came assist administer first aid employee transported holy spirit hospital camp hill treated extreme heat exhaustion later died,0,1,0
on march employee installing pipe sprinkler arm mover ceiling area lost balance employee coworker notified manager accident employee manager called emergency personnel employee transported hospital hospitalized treated fracture right wrist,1,0,0
on july employee communications tower worker adjusting antenna level guyed tower he wearing pfas however attached tower the employee fell tower pronounced dead scene,1,0,0
at may employee killed serious industrial accident occurred orange mall orange california employee asbestos worker hired marcor remediation full time employee may he one workers assigned work orange mall perform asbestos removal on may supervisor arrived job site he helped crew prepare containment area check personal protective equipment the crew made entry containment area approximately midnight seven workers used three scissor lifts access ceiling asbestos removal work take place one worker would wet ceiling drywall boards six used chisels hammers break ceiling material the employees performing removal left lift platforms climbed onto ceiling framework break material the lift used employee moved way allow material broken fall directly onto floor the supervisor remaining workers floor level sweeping bagging fallen debris the workers performing breakdown crawled along wood framework made wood members access adjacent ceiling boards the structural member employee located broke causing fall feet concrete floor the employer provided employees fall protection employee died head trauma multiple fractures throughout body shortly fell,1,0,0
on august employee working crane operator employee operating capacity rough terrain crane crane tipped swinging load employee crushed killed no additional details provided original narrative,0,0,1
at approximately july employee working carpenter construction company employee working company years employee working alone adjusting adjustable threaded pipe brace supporting steel concrete form employee adjusting brace plumb concrete form concrete poured form employee tightening brace inch long burke bar burke bar slipped pipe brace handle employee position shifted fell employee sustained fractures lower right leg employee transported ucla medical center underwent surgery injuries,1,0,0
employees exposed chlorine gas subcontractor inadvertently mixed gallons sodium hypochlorite approximately gallons sulfuric acid construction site all four employees treated hospitalized,0,1,0
on may employee part group employees demolition work grain elevator indiana he working roof involved removing filter box crane the box lifted crane roof the box swung away employee swung back striking knocking roof he fell feet lower level struck head concrete pad he sustained fatal the employee worked lowe construction crawfordsville in site preparation demolition contractor,0,0,1
employee company owner using nail gun secure siding near chimney he working stepladder attached rope turn secured porch column the rope extended porch peak pitched roof holding ladder flush roof the ladder moved slightly employee eventually edge metal roof sheared rope causing ladder fall ground employee struck head masonry block killed,1,0,0
at approximately july employee working highway construction project the employer operating miller formless paver machine slip forming system noticed hydraulic leak one hoses employee asked fix leak as decided drain accumulated ready mix shell first unlocking clean door he proceeded clean bottom top auger a coworker offered help worked employee stated cleaned everything after fixing hose leak machine moved next location upon arrival employee attempted position clean cover place employer could continue paving as closing clean door colored glove became caught upper auger machine the screw conveyor system pulled hand machine amputated emergency medical personnel summoned they arrived transported medical center hospitalized treatment hand amputation,0,0,1
on march employee refinishing contractor stripping paint porcelain tub using methylene stripper employee discovered tenant apartment unconscious slumped tub head first pulse employee also wearing respirator the tenant called notified maintenance personnel employee transported metrowest medical center later died,0,1,0
at approximately september employee lather working scaffold install exterior lath corner bead preparation application stucco newly constructed residence employee placed two six foot horse scaffolds along south side residence he placed single standard scaffold plank second scaffold load rail located inches ground as employee accessed scaffold plank prepared install horizontal corner bead along exterior eave reached hammer lost balance the scaffold tipped causing employee fall he attempted jump clear falling scaffold landed back across scaffold emergency services contacted upon arrival employee taken methodist hospital southern california hospitalized treated multiple fractures ribs ruptured spleen the accident investigation concluded employee placed accessed single scaffold plank greater four feet ground without fall protection the employer issued citation ccr e violation,1,0,0
on august employee ironworker innovative steel erectors part crew completed installation joists second floor ikea store construction the crew instructed guide bundle metal decking onto second floor employee positioned steel beam near open edge floor as grabbed tag line secured banding around end bundle banding broke fell approximately ft first floor employee hospitalized uc davis medical center serious injuries feet including fracture,1,0,0
employee killed employee seriously injured hospitalized hek msm mast climbing work platform fell approximately feet ground the employer failed ensure limit switch actuating rail also known red painted top mast installed supporting mast platform used the red painted top mast actuates limit switch motor prevents platform traveling upwards because portion mast missing platform prevented lifted beyond supporting mast falling ground,1,0,0
an employee had climbed a wood pole for a railroad installation to bond the ground wire to the support cable for the top electric transmission line upon reaching a working position within feet of the top of the pole the employee who was not wearing electrical protective equipment for some unknown reason touched or grasped the overhead signal primary uninsulated conductor with his left hand as the bonding conductor simultaneously touched his left groin he was electrocuted,0,1,0
employee using pin welder received electric shock he transported hospital received ventricular fibrillation regulate heart the grounding pin missing circuit interrupter defective,0,1,0
a crane operator moving crane boom raised degrees jib extended as turned corner building crane contacted overhead power line located meters ground as operator exited crane electrocuted,0,1,0
on july employee operating waldon sweepmaster traveling north state highway with throttle pulled completely transmission high gear operating sweeper maximum speed employee traveling downhill grade making sharp left turn sweeper skidded roadway west overturned he ejected seat partially crushed rollover protective structure he died result injuries sustained accident employee wearing seat belt installed manufacturer,0,0,1
on august employee sitting roadway next ditch mini excavator employee shoveling hole when employee looked saw excavator going ditch starting tip the machine tipped employee board machine employee killed,0,0,1
on january employee working journeyman lineman he lifted inch long bucket pass slide along new field phase coworker another bucket south side configured pole employee electrocuted contacted old energized conductor plus employee wearing insulating gloves,0,1,0
at approximately october employee laborer replacing painting siding small warehouse a coworker removing piece plywood approximately working scissor lift piece plywood slipped grasp fell approximately striking employee neck area the employee transported watsonville community hospital treated neck contusion released injured employee,0,0,1
on november employee operating gehl telehandler lift relocate approximately foot cylindrical casing weighing approximately pounds the casing free rigged truck fork assembly backstop near equipment system rated clevis multi leg chain sling two additional wire rope slings no tag lines utilized with boom extended considerably casing lifted roughly three feet ground truck moved backward at point truck tipped side cab side employee attempted lower retract boom prior truck upset the truck capacity estimated boom extension approximately pounds employee uninjured truck upsetting incident,0,0,1
an employee qualified perform power line work climbed utility pole used piece pvc pipe open cutout he later climbed back pole tried close cutout wearing rubber gloves he contacted energized parts received electric shock the electric shock caused employee fall pole he died electric shock injuries sustained fall,0,1,0
on may employee performing bolting functions steel structure slipped fell ft he landed uneven foundation suffered major back injuries employee wearing fall protection connected time incident moving fall protection gear another section he hospitalized,1,0,0
employee coworkers started work height ft inside ton steel coal bunker chipping coal bunker walls employee sitting ft center coal feeder coal holed top layer employee fell ft coal feeder belt his lifebelt lanyard broke fall fell additional ft another feeder belt he sustained injuries required hospitalization,1,0,0
at approximately march electrician apprentice employed construction subcontractor working treatment plant construction site gse construction general contractor the employee standing fixed ladder attempting run conduit wires attic he lost balance fell ground distance approximately feet he landed feet the employee transported kaiser hospital treated fracture right ankle released day the general contractor reported event phone march began investigation approximately march an opening conference held president injured employee employer corporation project manager general contractor the employers escorted investigator area fall occurred photographs measurements taken by time investigation physical scene changed,1,0,0
on november employee union journeyman steel connector working steel erection contractor public school construction site he field beam north end building b ready cut choker loose crane he cleared choker crane hook started going as choker caught bolt beam a radio operator signaled crane operator stop operator disengaged crane clutch suddenly eye choker slipped shear connection plate causing beam flex bounce the sudden movement beam threw employee beam he fell feet inches ground fractured wrists he hospitalized four days two contributing factors accident employee failed clear choker completely part beam radio operator respond properly choker became caught bolt,1,0,0
at november employee driving tractor pulling compactor shoulder highway somehow rig became turned right angles roadway either weight compactor pulled tractor embankment backed employee crushed killed became caught bridge beam tractor,0,0,1
at july employee international line builders working excavation site loyola marymount university part project rebuild hot water line the employer subcontractor hired dig new line road the new line feet wide feet deep coworker operating excavator equipment hit unmarked underground hot water line the hot water line burst open hot water began fill excavation according employee instructed coworker foreman open manhole beside foot foot deep excavation employee used hook pry manhole cover the hook dislodged cover causing employee lose balance employee stepped backwards fell trench at point excavation half full hot water while falling employee able catch push trench experiencing serious burns legs stomach hands hot water splashes employee took clothes work boots hosed cold water he taken paramedics marino hospital transferred west hills burn center according coworker foreman excavation time accident feet wide feet long inches deep field investigation verified measurements,0,1,0
employee work platform clamp holding scaffold cable came loose the scaffold platform fell landing top the weight platform resulted becoming impaled protruding rebar employee killed,0,0,1
on january employee performing bathtub resurfacing involved removal second layer bathtub coating the employee using aircraft paint stripper containing methylene chloride the employee working alone small restroom use ceiling fan door closed there windows bathroom the home owner went notify worker leaving received response opened door found employee hunched side bathtub head submerged bathtub filled water the owner neighbor removed employee tub performed chest compressions the employee using respirator exhaust fan portable ventilation fan stripping operations employee transported area hospital died two days later,0,1,0
on october employee bay state engineering struck bucket mini excavator pinned adjacent foundation wall he received scratches contusions compression trauma right inner thigh employee treated scene transported mgh medical,0,0,1
on october employee two coworkers shawnlee construction using drum hoist raise framing member recessed opening when hoist failed framing member slipped knocked employee wall opening he fell ft ground killed the wall opening guarded form protection use,1,0,0
on september employee foreman west coast concrete working crew stage venetian hotel casino they installing guardrails around large open center section stage phantom opera recently closed show equipment removed in addition open center area several smaller holes equipment removed these holes covered plywood plywood secured marked hole a crew member placed two moveable guardrails place without securing employee attempted move piece plywood way next guardrail uncovered approximately foot foot hole covered plywood employee fell hole landed concrete surface basement level approximately feet stage employee required hospitalization multiple unspecified fractures,1,0,0
as employee working electrical system awning contacted energized parts electrocuted,0,1,0
at approximately february employee employee manually loading twenty foot fifteen inch diameter section plastic drainage pipe cab kubota mini excavator motor running parking brake engaged employee accidently hit forward lever causing excavator move forward crushing employee right leg abdomen excavator tracks floor trailer,0,0,1
at approximately april incident occurred employee two coworkers working top floor placing wood framed walls new residential construction project employee standing top plate inside wall two coworkers standing adjacent framed walls assisting installation truss sections roof employee stated process walking sideways along top plate fell employee stated lost balance fell ground employee taken ambulance local hospital surgery treatment including two broken bones left wrist,1,0,0
at approximately october employee laborer coworker covering atrium hospital rolled poly plastic sheeting the hospital undergoing renovations the plastic sheet placed atrium maintain negative pressure prevent construction dust entering nearby connected va medical center active location hospital the atrium measured approximately ft second floor roof deck guardrails surrounded top atrium demolished summer additionally anchors employees used demolish guardrail removed after demolishing guardrail top atrium enclosed locked construction fence during prejob meeting occurred approximately october crew attached plastic poly sheeting existing sheeting drooping inside building the crew used scissor lift attach plastic inside edge ft wood frame around atrium instead second floor roof deck surrounding edge atrium opening further crew discuss would required employees access work second floor roof deck employee coworker instructed stay scissors lift install plastic however told guardrails approved fall protection anchors area around atrium opening when employee coworker rest crew assembled discuss job informed foreman job could accomplished existing plastic using scissors lifts the foreman directed crew install rolled poly plastic existing plastic second floor roof deck the foreman stated discuss receive permission change work procedure operations manager the site superintendent also aware change work procedure further foreman others roof work commenced the foreman directed employees coworker wear use fall protection employee wearing miller model number full body harness rebel protecta ft long retractable lanyard device attached harness employee coworker pulled plastic open atrium employee fell even though employee wearing fall protection fall arrested due failure anchors he fell approximately ft roof atrium opening onto floor killed,1,0,0
on may employee pouring concrete embankment bridge he remote control around neck operated boom pump concrete pump truck the truck parked bridge outriggers place boom extended guardrails pointed area covered there overhead power lines ft approximately ft long boom apparently section boom contacted power lines electricity traveled boom electrical cord employee remote control electrocuting employee pronounced dead scene justice peace,0,1,0
two employees repairing compressor trane air conditioning unit installed roof building the unit two compressors capable running percent full power the employees deenergized air conditioning unit panelboard unit switch open dismantled broken compressor one workers removed coil wire old compressor employees closed unit switch the workers set new compressor place connect wiring compressor took break after break one workers began connect new compressor removing electrical tape wiring he contacted energized conductor electrocuted,0,1,0
at approximately july employee fulltime employee brc mobile sandblasting painting painting sandblasting contractor working employer yard he grinding piece metal preparation painting he using right angle grinder allied pneumatic model gw serial number fibre disc grit attached the flexible disc separated piece disc struck employee lacerating bicep right upper arm employee transported hospital admitted treated the subsequent investigation found grinder disc apparently hairline crack when employee started grinder disc separated piece struck lacerated arm,0,0,1
on september employee tall scaffold installing lighting new theater los angeles ca an extra section scaffold added get structure closer building wall to access extension ft long transition planks laid across ft gap original scaffold employee crossing planks tripped planks shifted allowing fall he caught dropped far chect fell foot either struck something became caught something fractured employee transported hospital underwent surgery day he surgery four months later insert screws plate he remains work july,1,0,0
on november employee loader operator left case loader assist coworker resetting repairing collar form constructed storm drain line manhole bell the loader rolled approximately ft deep excavation pinning loader front tire cement manhole bell employee killed he left loader idle without setting brake lowering bucket,0,0,1
on november employee laborer industries operating pile driver the pile driver boom picking headache ball sidewalk cable apparently contacted volt overhead power line employee electrocuted two coworkers injured,0,1,0
on june employee source refrigeration hvac working roof grocery outlet as exited roof onto ladder lost grip ladder he fell feet ground then ladder fell top emergency services called employee transported hospital he admitted treated concussion right side head fracture right ankle fracture lower right leg,1,0,0
employee five coworkers engaged roofing work building employee replacing coping stones top roof parapet adjacent hvac shaft skylight the surface skylight tarred making look like made something glass employee standing skylight access parapet area broke he fell stories hvac shaft roof basement killed,1,0,0
at approximately may employee working regular job laborer the employee using skil circular saw cut header boards asphalt forms employee preparing ground asphalt laying smoothing wetting area he started cutting pieces pieces the employee holding piece left hand supporting upper left leg he holding skil saw right hand make cut while making cut saw hit something hard unexpected wood caused saw kicked back the blade hit cut employee left hand thumb ring finger employee dropped saw right away told another employee cut hand the employee called supervisor the paramedics called injured worker told sit wait the emergency response service arrived employee transported los robles hospital surgery left hand repair tendons nerve damage employee hospitalized hours the employee continues physical therapy,0,0,1
at approximately july employee company owner employee helper ironworkers replacing television transmission equipment ft ft communications tower they riding pulled wire rope trolley line anchored ft flatbed trailer approximately ft base ft high tower when approximately way wire rope line broke the fell back trolley line striking ground anchor point both employee employee tied basket killed impact the coworker winch operator injured the tower rigged approximately two weeks earlier employee,1,0,0
at approximately september employee male electricians apprentice cam contractors working inside underground electrical vault residential properly huntington beach california employee performing cable in conduit cic testing high voltage equipment conductors the cic testing required employee inspect test elbows connected buried underground residential distribution burd switch identified the unit submersible load break oil switch module manufactured kuhlman bearing serial no during scheduled outage two six elbows burd switch remained energized the underground vault constructed concrete walls concrete foundation the entrance vault diameter opening located public road during cic testing employee contacted position burd switch energized carrying alternating current electrocuted cam contractors electrical contractor specialized high voltage electric power line construction employee employed apprentice lineman worked employer since july,0,1,0
on october employee commercial structure undergoing renovation the first floor support column failed displaced section second floor building facade collapsed onto first floor employee employee died result injuries sustained,0,0,1
at approximately may employee assigned replace ballast ge ultra start part serial number product code number input volts hz the employee engaged removing installing electrical ballast commercial building employee ladder came contact energized ballast causing receive electrical shock the employee fell ladder employee transported los robles hospital treated head injuries electrocution cardiac arrest trauma the employee hospitalized seventeen days,0,1,0
on july employee working imperial construction company inc he repairing broken water main he working excavation collapse occurred a mixture water sand mud encased employee approximately height shoulders a piece concrete resting top shoulder employee died,0,0,1
on february employee using milwaukee heavy duty hole hawg drill install garbage disposal kitchen sink the drill shaking used left hand stabilize drill the employee holding extension drill bit drilling hole the drill extension rod tore left ring finger his first knuckle ring finger amputated the employee hospitalized it determined employer provide training employee,0,0,1
at approximately july employee performing duties contract backhoe operator operating case super l series employee digging number trenches order locate existing sewer line tie new residences the plumbing contractor employees site time accident employee decided enter lot trench greater ft depth approximately ft ft deep sloped order locate existing line when employee entered trench side wall section collapsed broke caving employee employee sustained serious injuries result accident hospitalized treated injuries,0,0,1
on october employee electrical subcontractor descending pole when reached pole steps communication level disconnected pole choker fall restraint device as employee swung around pole high side lower side approximately plumb gaff caught section ground molding he lost balance fell approximately ft ground employee hospitalized abrasions bruises,1,0,0
at approximately april employee part painting crew painting interior building the employee slipped rung step ladder climbing upon landing ground employee fractured bone left foot employee transported rancho springs medical center diagnosed fracture left foot subsequently admitted kaiser irvine discharged april scheduled outpatient surgery the employee remains hospitalized,1,0,0
at approximately july employee male plumber all intercity plumbing installing water heater laundry room residential home located palm desert california employee initially began cramping hands legs installed new water heater employee working alone supervisor another location employee completed two work orders earlier day consisting installation water heater installation garbage disposal both work orders indoor settings the maximum ambient temperature palm desert ca recorded degrees fahrenheit employee stated performed outdoor work projects day employee evaluated urgent care facility referred desert regional hospital employee admitted approximately dehydration acute kidney injury rhabdomyolysis hyperlipidemia employee discharged receiving treatment july all intercity plumbing primarily engaged providing repair new installation plumbing plumbing related services commercial establishments residential homes employee employed all intercity plumbing approximately eight months prior incident,0,1,0
a power line worker climbing utility pole the gaffs climbers cut fell meters ground he hospitalized injuries,1,0,0
a power line crew replacing transformer underground vault the transformer bank another transformer southwest corner vault six buses located along west wall two transformers three transformers bank northwest corner vault three employees vault helper outside one employee standing front buses contacted cable elbow disconnected bus caused electrical fault the ensuing electric arc burned second employee standing buses bank mapping wiring replacement transformer the first injured employee suffered burns face neck back hands the injured employee suffered burns right ear elbow hand the original form list second injured worker injury line,0,1,0
at approximately september employee male full time regular employee roejack roofing using single ply machine cut rolls roofing material employee noticed roofing material going wrong way stuck right hand try unjam paper employee lower right arm got caught machine got twisted fractured employee transported sharp grossmont hospital remained two three days roejack roofing professional roofing contractor california since,0,0,1
on july employee coworkers installing plywood decking support beams working deck bridge site one beams broke employee fell ft onto pavement employee sustained serious injuries hospitalized,1,0,0
at approximately august employee operating jackhammer he wearing steel toe shoes metal boot covers as worked lost control machine punctured right foot bit employee sustained unspecified puncture injuries involving bones foot emergency medical personnel summoned they arrived transported medical center received treatment released,0,0,1
on april employee installing metal siding he using aluminum ladder roof he killed fell ft ground,1,0,0
on march employee coworker abrasive blasting separate man lifts inside water tank suddenly coworker heard sound he yelled employee got response the coworker shone light saw employee floor tank employee fell approximately ft weld anchor scaffolding connected gave jerking man lift employee apparently tied safety line,1,0,0
at approximately october employee part crew engaged repairing installing transformer power pole he riser pole could close cut energize circuit transformer employee reached height approximately ft near phone line fell pavement he sustained serious injuries required hospitalization employee wearing required ppe including lanyard climbers hard hat gloves he later indicated cut may contributed fall,1,0,0
on february employee operating gas trowel hit three boards stacked top one another the boards nailed together used hoist raise trowel third level employee smoothing cement trowel hit boards trowel shut automatically employee jolted loose trowel handles fell three flights stairway opening cement breezeway ground level the three also fell two stairway openings striking employee face killing,1,0,0
on april employee assisting two employees hoist operator erecting radio tower he riding gin pole lifted feet tower construction the gin pole raised feet wire rope supporting broke the employee gin pole fell approximately feet ground employee apparently tied gin pole however lanyard broke struck stairmount fall he died,1,0,0
on june coworker operating rock crusher conveyors the coworker heard conveyor jam shut employee coworker removed materials caused jam coworker restarted conveyor employee sucked conveyor hospitalized injuries,0,0,1
on march crew unloading long cca treated utility poles flatbed trailer ground storage area there six poles remaining trailer the company president operated digger derrick truck used pick poles one employee positioned trailer place skidding tongs normally used logging industry approximate balance point pole could lifted the tongs placed position operator lifted pole approximately inches trailer the pole balanced started swing the employee trailer motioned lower pole occurred hooks disengaged pole began roll side trailer the employee trailer jumped direction rolling pole the employee knocked truck treated accident scene he transported local hospital pronounced dead an autopsy revealed severe brain trauma cause death,0,0,1
at approximately february employee male company business hernan reyes cordero working site parcelas amalia marin calle mantarraya ponce working portable stair unit employee fell approximately concrete floor stair slid post employee died way hospital the employer engaged installing ornamental architectural steel activities,1,0,0
on november employee occupying unshored excavation trench walls collapsed emergency medical services summoned they arrived scene extracted employee transported hospital he hospitalized ligamentous tendinous injuries extremities received orthopedic surgery postoperative care the employee trapped within collapsed trench hours,0,0,1
at approximately june employee assisting coworker installing support braces concrete form panels foundation wall buena vista vent structure employee using top section extension ladder climb inside formed enclosure final form panel set when employee reached point ladder could see top forms ladder started slip back he tried grasp panel stabilization unable the ladder slipped employee fell feet onto formed reinforcing steel one piece rebar pierced left thigh approximately inches deep another penetrated rectum inches deep,1,0,0
at approximately september employee air conditioning technician installing thermostat line attic the metal fish tape intended use pull wiring wall came contact volt line powered fixture attic employee killed,0,1,0
on may employee using ryobi model number serial number table saw rip piece siding clapboard exterior location residential construction rehab job the clapboard approximately wide thick long the clapboard cut ripped approximate width the saw blade use freud diablo tooth unit set elevation approximately table thicker material previously cut saw no blade guard spreader back pawls place saw the employee ripping operation wind blew sawdust eyes inadvertently placed fingers left hand blade the employee received amputation left index finger middle knuckle amputation left middle finger first knuckle laceration left thumb the employee transported distance six blocks accident site mercy hospital iowa city iowa employer treated released,0,0,1
at approximately june employee coworker working farm facility working mechanic helpers maintenance repair co the employees assigned take replace ceiling panels freezer the panels measures ft ft weighing lbs per panel section the panels sections taken forklift panel hit snag employee climbed step ladder investigate the ladder shook employee lost balance dropping wet concrete floor employee sustained broken left leg hospitalized,1,0,0
